"Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Education","Education Code","Deaths","Population","Crude Rate","AGE","adjusted_population","Cause"
"32 years",32,"Male","M","Associate degree (AA,AS)",5,54,"Not Applicable","Not Applicable",32,734838.875220712,"COVID"
"32 years",32,"Male","M","Bachelor’s degree (BA, AB, BS)",6,44,"Not Applicable","Not Applicable",32,1896095.00642214,"COVID"
"32 years",32,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,11,"Not Applicable","Not Applicable",32,771408.652551645,"COVID"
"32 years",32,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5,"Not Applicable","Not Applicable",32,201626.528788124,"COVID"
"33 years",33,"Female","F","8th grade or less",1,18,"Not Applicable","Not Applicable",33,103267.443248343,"COVID"
"33 years",33,"Female","F","9th through 12th grade with no diploma",2,51,"Not Applicable","Not Applicable",33,284008.250583633,"COVID"
"33 years",33,"Female","F","High school graduate or GED completed",3,179,"Not Applicable","Not Applicable",33,1437409.06776978,"COVID"
"33 years",33,"Female","F","Some college credit, but not a degree",4,70,"Not Applicable","Not Applicable",33,1001647.30580287,"COVID"
"33 years",33,"Female","F","Associate degree (AA,AS)",5,43,"Not Applicable","Not Applicable",33,692708.62723378,"COVID"
"33 years",33,"Female","F","Bachelor’s degree (BA, AB, BS)",6,40,"Not Applicable","Not Applicable",33,2117182.48383958,"COVID"
"33 years",33,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,14,"Not Applicable","Not Applicable",33,953138.976280058,"COVID"
"33 years",33,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5,"Not Applicable","Not Applicable",33,298699.845241956,"COVID"
"33 years",33,"Male","M","8th grade or less",1,24,"Not Applicable","Not Applicable",33,142786.294744507,"COVID"
"33 years",33,"Male","M","9th through 12th grade with no diploma",2,80,"Not Applicable","Not Applicable",33,299428.596092434,"COVID"
"33 years",33,"Male","M","High school graduate or GED completed",3,344,"Not Applicable","Not Applicable",33,2012081.93708773,"COVID"
"33 years",33,"Male","M","Some college credit, but not a degree",4,118,"Not Applicable","Not Applicable",33,1073411.59972407,"COVID"
"33 years",33,"Male","M","Associate degree (AA,AS)",5,48,"Not Applicable","Not Applicable",33,767666.522404453,"COVID"
"33 years",33,"Male","M","Bachelor’s degree (BA, AB, BS)",6,54,"Not Applicable","Not Applicable",33,1870834.4031483,"COVID"
"33 years",33,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,11,"Not Applicable","Not Applicable",33,641902.061398518,"COVID"
"33 years",33,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",33,235242.585399989,"COVID"
"34 years",34,"Female","F","8th grade or less",1,10,"Not Applicable","Not Applicable",34,148879.126234564,"COVID"
"34 years",34,"Female","F","9th through 12th grade with no diploma",2,48,"Not Applicable","Not Applicable",34,295239.547974166,"COVID"
"34 years",34,"Female","F","High school graduate or GED completed",3,204,"Not Applicable","Not Applicable",34,1317378.89327229,"COVID"
"34 years",34,"Female","F","Some college credit, but not a degree",4,96,"Not Applicable","Not Applicable",34,948386.011446327,"COVID"
"34 years",34,"Female","F","Associate degree (AA,AS)",5,38,"Not Applicable","Not Applicable",34,779453.759859791,"COVID"
"34 years",34,"Female","F","Bachelor’s degree (BA, AB, BS)",6,33,"Not Applicable","Not Applicable",34,1991250.17838771,"COVID"
"34 years",34,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,11,"Not Applicable","Not Applicable",34,968943.836942888,"COVID"
"34 years",34,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5,"Not Applicable","Not Applicable",34,299106.645882264,"COVID"
"34 years",34,"Male","M","8th grade or less",1,45,"Not Applicable","Not Applicable",34,209862.099731539,"COVID"
"34 years",34,"Male","M","9th through 12th grade with no diploma",2,79,"Not Applicable","Not Applicable",34,383739.711164503,"COVID"
"34 years",34,"Male","M","High school graduate or GED completed",3,375,"Not Applicable","Not Applicable",34,1892965.48803496,"COVID"
"34 years",34,"Male","M","Some college credit, but not a degree",4,143,"Not Applicable","Not Applicable",34,1087689.68578817,"COVID"
"34 years",34,"Male","M","Associate degree (AA,AS)",5,54,"Not Applicable","Not Applicable",34,694153.132348057,"COVID"
"34 years",34,"Male","M","Bachelor’s degree (BA, AB, BS)",6,49,"Not Applicable","Not Applicable",34,1769508.58752485,"COVID"
"34 years",34,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,5,"Not Applicable","Not Applicable",34,549106.243169097,"COVID"
"34 years",34,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5,"Not Applicable","Not Applicable",34,324607.052238831,"COVID"
"35 years",35,"Female","F","8th grade or less",1,5,"Not Applicable","Not Applicable",35,120794.545391675,"COVID"
"35 years",35,"Female","F","9th through 12th grade with no diploma",2,45,"Not Applicable","Not Applicable",35,298880.279583306,"COVID"
"35 years",35,"Female","F","High school graduate or GED completed",3,217,"Not Applicable","Not Applicable",35,1369566.91606956,"COVID"
"35 years",35,"Female","F","Some college credit, but not a degree",4,97,"Not Applicable","Not Applicable",35,854535.616408049,"COVID"
"35 years",35,"Female","F","Associate degree (AA,AS)",5,55,"Not Applicable","Not Applicable",35,796462.921154338,"COVID"
"35 years",35,"Female","F","Bachelor’s degree (BA, AB, BS)",6,50,"Not Applicable","Not Applicable",35,1959491.72613426,"COVID"
"35 years",35,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,15,"Not Applicable","Not Applicable",35,979145.804575839,"COVID"
"35 years",35,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5,"Not Applicable","Not Applicable",35,301000.190682976,"COVID"
"35 years",35,"Male","M","8th grade or less",1,52,"Not Applicable","Not Applicable",35,174719.745885212,"COVID"
"35 years",35,"Male","M","9th through 12th grade with no diploma",2,95,"Not Applicable","Not Applicable",35,366578.758250835,"COVID"
"35 years",35,"Male","M","High school graduate or GED completed",3,376,"Not Applicable","Not Applicable",35,1934529.11606169,"COVID"
"35 years",35,"Male","M","Some college credit, but not a degree",4,142,"Not Applicable","Not Applicable",35,972924.075785188,"COVID"
"35 years",35,"Male","M","Associate degree (AA,AS)",5,69,"Not Applicable","Not Applicable",35,698146.708292796,"COVID"
"35 years",35,"Male","M","Bachelor’s degree (BA, AB, BS)",6,66,"Not Applicable","Not Applicable",35,1783118.68437529,"COVID"
"35 years",35,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,5,"Not Applicable","Not Applicable",35,640632.928030928,"COVID"
"35 years",35,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5,"Not Applicable","Not Applicable",35,281493.983318068,"COVID"
"36 years",36,"Female","F","8th grade or less",1,27,"Not Applicable","Not Applicable",36,168292.328830361,"COVID"
"36 years",36,"Female","F","9th through 12th grade with no diploma",2,51,"Not Applicable","Not Applicable",36,281003.661514328,"COVID"
"36 years",36,"Female","F","High school graduate or GED completed",3,244,"Not Applicable","Not Applicable",36,1370933.1199435,"COVID"
"36 years",36,"Female","F","Some college credit, but not a degree",4,98,"Not Applicable","Not Applicable",36,855949.988648826,"COVID"
"36 years",36,"Female","F","Associate degree (AA,AS)",5,56,"Not Applicable","Not Applicable",36,808200.377596389,"COVID"
"36 years",36,"Female","F","Bachelor’s degree (BA, AB, BS)",6,57,"Not Applicable","Not Applicable",36,1839096.42191863,"COVID"
"36 years",36,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,13,"Not Applicable","Not Applicable",36,1031941.89536899,"COVID"
"36 years",36,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5,"Not Applicable","Not Applicable",36,297642.206178983,"COVID"
"36 years",36,"Male","M","8th grade or less",1,48,"Not Applicable","Not Applicable",36,226007.757479862,"COVID"
"36 years",36,"Male","M","9th through 12th grade with no diploma",2,99,"Not Applicable","Not Applicable",36,368818.622257861,"COVID"
"36 years",36,"Male","M","High school graduate or GED completed",3,428,"Not Applicable","Not Applicable",36,1831077.5857516,"COVID"
"36 years",36,"Male","M","Some college credit, but not a degree",4,154,"Not Applicable","Not Applicable",36,1012791.33583683,"COVID"
"36 years",36,"Male","M","Associate degree (AA,AS)",5,67,"Not Applicable","Not Applicable",36,742107.014435018,"COVID"
"36 years",36,"Male","M","Bachelor’s degree (BA, AB, BS)",6,75,"Not Applicable","Not Applicable",36,1670043.48920975,"COVID"
"36 years",36,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,20,"Not Applicable","Not Applicable",36,675985.879879508,"COVID"
"36 years",36,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5,"Not Applicable","Not Applicable",36,302527.315149565,"COVID"
"37 years",37,"Female","F","8th grade or less",1,24,"Not Applicable","Not Applicable",37,189350.965384304,"COVID"
"37 years",37,"Female","F","9th through 12th grade with no diploma",2,57,"Not Applicable","Not Applicable",37,297711.483455802,"COVID"
"37 years",37,"Female","F","High school graduate or GED completed",3,262,"Not Applicable","Not Applicable",37,1330823.09806737,"COVID"
"37 years",37,"Female","F","Some college credit, but not a degree",4,101,"Not Applicable","Not Applicable",37,968181.75945407,"COVID"
"37 years",37,"Female","F","Associate degree (AA,AS)",5,69,"Not Applicable","Not Applicable",37,720540.569728768,"COVID"
"37 years",37,"Female","F","Bachelor’s degree (BA, AB, BS)",6,43,"Not Applicable","Not Applicable",37,1819349.10895593,"COVID"
"37 years",37,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,22,"Not Applicable","Not Applicable",37,1008334.92223666,"COVID"
"37 years",37,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5,"Not Applicable","Not Applicable",37,279320.092717102,"COVID"
"37 years",37,"Male","M","8th grade or less",1,66,"Not Applicable","Not Applicable",37,211554.19430283,"COVID"
"37 years",37,"Male","M","9th through 12th grade with no diploma",2,113,"Not Applicable","Not Applicable",37,427836.07862668,"COVID"
"37 years",37,"Male","M","High school graduate or GED completed",3,460,"Not Applicable","Not Applicable",37,1827331.56168302,"COVID"
"37 years",37,"Male","M","Some college credit, but not a degree",4,188,"Not Applicable","Not Applicable",37,938393.075915716,"COVID"
"37 years",37,"Male","M","Associate degree (AA,AS)",5,62,"Not Applicable","Not Applicable",37,650575.377164999,"COVID"
"37 years",37,"Male","M","Bachelor’s degree (BA, AB, BS)",6,89,"Not Applicable","Not Applicable",37,1747736.16888441,"COVID"
"37 years",37,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,13,"Not Applicable","Not Applicable",37,687926.559857275,"COVID"
"37 years",37,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5,"Not Applicable","Not Applicable",37,286120.98356507,"COVID"
"38 years",38,"Female","F","8th grade or less",1,14,"Not Applicable","Not Applicable",38,179560.080874463,"COVID"
"38 years",38,"Female","F","9th through 12th grade with no diploma",2,79,"Not Applicable","Not Applicable",38,289101.937866004,"COVID"
"38 years",38,"Female","F","High school graduate or GED completed",3,286,"Not Applicable","Not Applicable",38,1302679.77360465,"COVID"
"38 years",38,"Female","F","Some college credit, but not a degree",4,129,"Not Applicable","Not Applicable",38,918385.15826256,"COVID"
"38 years",38,"Female","F","Associate degree (AA,AS)",5,78,"Not Applicable","Not Applicable",38,762827.944667351,"COVID"
"38 years",38,"Female","F","Bachelor’s degree (BA, AB, BS)",6,61,"Not Applicable","Not Applicable",38,1851381.71527336,"COVID"
"38 years",38,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,21,"Not Applicable","Not Applicable",38,1011590.87245547,"COVID"
"38 years",38,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5,"Not Applicable","Not Applicable",38,289187.516996148,"COVID"
"38 years",38,"Male","M","8th grade or less",1,75,"Not Applicable","Not Applicable",38,243437.05385686,"COVID"
"38 years",38,"Male","M","9th through 12th grade with no diploma",2,110,"Not Applicable","Not Applicable",38,392323.471313139,"COVID"
"38 years",38,"Male","M","High school graduate or GED completed",3,476,"Not Applicable","Not Applicable",38,1918751.62688921,"COVID"
"38 years",38,"Male","M","Some college credit, but not a degree",4,156,"Not Applicable","Not Applicable",38,952014.499457752,"COVID"
"38 years",38,"Male","M","Associate degree (AA,AS)",5,81,"Not Applicable","Not Applicable",38,661362.35851824,"COVID"
"38 years",38,"Male","M","Bachelor’s degree (BA, AB, BS)",6,81,"Not Applicable","Not Applicable",38,1564003.31912123,"COVID"
"38 years",38,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,23,"Not Applicable","Not Applicable",38,730347.85998152,"COVID"
"38 years",38,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5,"Not Applicable","Not Applicable",38,287466.810862046,"COVID"
"39 years",39,"Female","F","8th grade or less",1,29,"Not Applicable","Not Applicable",39,209284.288188571,"COVID"
"39 years",39,"Female","F","9th through 12th grade with no diploma",2,70,"Not Applicable","Not Applicable",39,323088.072273268,"COVID"
"39 years",39,"Female","F","High school graduate or GED completed",3,317,"Not Applicable","Not Applicable",39,1343242.99931092,"COVID"
"39 years",39,"Female","F","Some college credit, but not a degree",4,123,"Not Applicable","Not Applicable",39,881338.892865528,"COVID"
"39 years",39,"Female","F","Associate degree (AA,AS)",5,86,"Not Applicable","Not Applicable",39,758969.170686405,"COVID"
"39 years",39,"Female","F","Bachelor’s degree (BA, AB, BS)",6,70,"Not Applicable","Not Applicable",39,1760701.20716087,"COVID"
"39 years",39,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,30,"Not Applicable","Not Applicable",39,1047766.96712651,"COVID"
"39 years",39,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5,"Not Applicable","Not Applicable",39,268041.402387924,"COVID"
"39 years",39,"Male","M","8th grade or less",1,84,"Not Applicable","Not Applicable",39,224851.007049479,"COVID"
"39 years",39,"Male","M","9th through 12th grade with no diploma",2,142,"Not Applicable","Not Applicable",39,403579.847445474,"COVID"
"39 years",39,"Male","M","High school graduate or GED completed",3,529,"Not Applicable","Not Applicable",39,1926957.68663684,"COVID"
"39 years",39,"Male","M","Some college credit, but not a degree",4,194,"Not Applicable","Not Applicable",39,935815.079702405,"COVID"
"39 years",39,"Male","M","Associate degree (AA,AS)",5,96,"Not Applicable","Not Applicable",39,602175.356503222,"COVID"
"39 years",39,"Male","M","Bachelor’s degree (BA, AB, BS)",6,88,"Not Applicable","Not Applicable",39,1693981.94910865,"COVID"
"39 years",39,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,27,"Not Applicable","Not Applicable",39,645100.693396916,"COVID"
"39 years",39,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5,"Not Applicable","Not Applicable",39,289067.380157014,"COVID"
"40 years",40,"Female","F","8th grade or less",1,32,"Not Applicable","Not Applicable",40,215633.155152277,"COVID"
"40 years",40,"Female","F","9th through 12th grade with no diploma",2,85,"Not Applicable","Not Applicable",40,272856.371249268,"COVID"
"40 years",40,"Female","F","High school graduate or GED completed",3,377,"Not Applicable","Not Applicable",40,1395014.53315828,"COVID"
"40 years",40,"Female","F","Some college credit, but not a degree",4,151,"Not Applicable","Not Applicable",40,865913.497797937,"COVID"
"40 years",40,"Female","F","Associate degree (AA,AS)",5,85,"Not Applicable","Not Applicable",40,694818.588113892,"COVID"
"40 years",40,"Female","F","Bachelor’s degree (BA, AB, BS)",6,79,"Not Applicable","Not Applicable",40,1823577.56881194,"COVID"
"40 years",40,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,36,"Not Applicable","Not Applicable",40,1020052.07363172,"COVID"
"40 years",40,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5,"Not Applicable","Not Applicable",40,305144.212084686,"COVID"
"40 years",40,"Male","M","8th grade or less",1,86,"Not Applicable","Not Applicable",40,251286.921034638,"COVID"
"40 years",40,"Male","M","9th through 12th grade with no diploma",2,151,"Not Applicable","Not Applicable",40,474875.505943513,"COVID"
"40 years",40,"Male","M","High school graduate or GED completed",3,561,"Not Applicable","Not Applicable",40,1918215.44021222,"COVID"
"40 years",40,"Male","M","Some college credit, but not a degree",4,199,"Not Applicable","Not Applicable",40,891523.571432156,"COVID"
