"Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Education","Education Code","Deaths","Population","Crude Rate","AGE","population","Cause"
"37 years","37","Male","M","High school graduate or GED completed",3,4117,"Not Applicable","Not Applicable",37,1773240.2684,"Accidents"
"37 years","37","Male","M","Some college credit, but not a degree",4,1112,"Not Applicable","Not Applicable",37,910615.4705,"Accidents"
"37 years","37","Male","M","Associate degree (AA,AS)",5,445,"Not Applicable","Not Applicable",37,631317.5346,"Accidents"
"37 years","37","Male","M","Bachelor’s degree (BA, AB, BS)",6,481,"Not Applicable","Not Applicable",37,1696000.9985,"Accidents"
"37 years","37","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,94,"Not Applicable","Not Applicable",37,667563.0757,"Accidents"
"37 years","37","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,39,"Not Applicable","Not Applicable",37,277651.4456,"Accidents"
"38 years","38","Female","F","8th grade or less",1,84,"Not Applicable","Not Applicable",38,177920.9225,"Accidents"
"38 years","38","Female","F","9th through 12th grade with no diploma",2,495,"Not Applicable","Not Applicable",38,286462.7997,"Accidents"
"38 years","38","Female","F","High school graduate or GED completed",3,1354,"Not Applicable","Not Applicable",38,1290787.9408,"Accidents"
"38 years","38","Female","F","Some college credit, but not a degree",4,507,"Not Applicable","Not Applicable",38,910001.4534,"Accidents"
"38 years","38","Female","F","Associate degree (AA,AS)",5,258,"Not Applicable","Not Applicable",38,755864.2821,"Accidents"
"38 years","38","Female","F","Bachelor’s degree (BA, AB, BS)",6,240,"Not Applicable","Not Applicable",38,1834480.9218,"Accidents"
"38 years","38","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,65,"Not Applicable","Not Applicable",38,1002356.3163,"Accidents"
"38 years","38","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,12,"Not Applicable","Not Applicable",38,286547.5976,"Accidents"
"38 years","38","Male","M","8th grade or less",1,369,"Not Applicable","Not Applicable",38,235995.5777,"Accidents"
"38 years","38","Male","M","9th through 12th grade with no diploma",2,1322,"Not Applicable","Not Applicable",38,380330.7787,"Accidents"
"38 years","38","Male","M","High school graduate or GED completed",3,4109,"Not Applicable","Not Applicable",38,1860098.4997,"Accidents"
"38 years","38","Male","M","Some college credit, but not a degree",4,1028,"Not Applicable","Not Applicable",38,922912.9593,"Accidents"
"38 years","38","Male","M","Associate degree (AA,AS)",5,450,"Not Applicable","Not Applicable",38,641145.5832,"Accidents"
"38 years","38","Male","M","Bachelor’s degree (BA, AB, BS)",6,492,"Not Applicable","Not Applicable",38,1516194.2727,"Accidents"
"38 years","38","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,96,"Not Applicable","Not Applicable",38,708022.3097,"Accidents"
"38 years","38","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,32,"Not Applicable","Not Applicable",38,278679.4164,"Accidents"
"39 years","39","Female","F","8th grade or less",1,86,"Not Applicable","Not Applicable",39,200141.0862,"Accidents"
"39 years","39","Female","F","9th through 12th grade with no diploma",2,496,"Not Applicable","Not Applicable",39,308973.016,"Accidents"
"39 years","39","Female","F","High school graduate or GED completed",3,1337,"Not Applicable","Not Applicable",39,1284559.4633,"Accidents"
"39 years","39","Female","F","Some college credit, but not a degree",4,498,"Not Applicable","Not Applicable",39,842835.0014,"Accidents"
"39 years","39","Female","F","Associate degree (AA,AS)",5,260,"Not Applicable","Not Applicable",39,725811.3618,"Accidents"
"39 years","39","Female","F","Bachelor’s degree (BA, AB, BS)",6,220,"Not Applicable","Not Applicable",39,1683779.7769,"Accidents"
"39 years","39","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,73,"Not Applicable","Not Applicable",39,1001992.1739,"Accidents"
"39 years","39","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,12,"Not Applicable","Not Applicable",39,256331.2224,"Accidents"
"39 years","39","Male","M","8th grade or less",1,383,"Not Applicable","Not Applicable",39,211118.8942,"Accidents"
"39 years","39","Male","M","9th through 12th grade with no diploma",2,1407,"Not Applicable","Not Applicable",39,378932.3972,"Accidents"
"39 years","39","Male","M","High school graduate or GED completed",3,4180,"Not Applicable","Not Applicable",39,1809274.4227,"Accidents"
"39 years","39","Male","M","Some college credit, but not a degree",4,1097,"Not Applicable","Not Applicable",39,878662.9306,"Accidents"
"39 years","39","Male","M","Associate degree (AA,AS)",5,437,"Not Applicable","Not Applicable",39,565399.2706,"Accidents"
"39 years","39","Male","M","Bachelor’s degree (BA, AB, BS)",6,496,"Not Applicable","Not Applicable",39,1590526.992,"Accidents"
"39 years","39","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,85,"Not Applicable","Not Applicable",39,605703.069,"Accidents"
"39 years","39","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,41,"Not Applicable","Not Applicable",39,271413.4415,"Accidents"
"40 years","40","Female","F","8th grade or less",1,85,"Not Applicable","Not Applicable",40,217434.2269,"Accidents"
"40 years","40","Female","F","9th through 12th grade with no diploma",2,496,"Not Applicable","Not Applicable",40,275135.3988,"Accidents"
"40 years","40","Female","F","High school graduate or GED completed",3,1329,"Not Applicable","Not Applicable",40,1406666.365,"Accidents"
"40 years","40","Female","F","Some college credit, but not a degree",4,523,"Not Applicable","Not Applicable",40,873146.0235,"Accidents"
"40 years","40","Female","F","Associate degree (AA,AS)",5,255,"Not Applicable","Not Applicable",40,700622.0469,"Accidents"
"40 years","40","Female","F","Bachelor’s degree (BA, AB, BS)",6,212,"Not Applicable","Not Applicable",40,1838808.9651,"Accidents"
"40 years","40","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,69,"Not Applicable","Not Applicable",40,1028572.0388,"Accidents"
"40 years","40","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,15,"Not Applicable","Not Applicable",40,307692.9232,"Accidents"
"40 years","40","Male","M","8th grade or less",1,387,"Not Applicable","Not Applicable",40,244819.2724,"Accidents"
"40 years","40","Male","M","9th through 12th grade with no diploma",2,1356,"Not Applicable","Not Applicable",40,462653.1113,"Accidents"
"40 years","40","Male","M","High school graduate or GED completed",3,4028,"Not Applicable","Not Applicable",40,1868844.2138,"Accidents"
"40 years","40","Male","M","Some college credit, but not a degree",4,1062,"Not Applicable","Not Applicable",40,868577.446,"Accidents"
"40 years","40","Male","M","Associate degree (AA,AS)",5,467,"Not Applicable","Not Applicable",40,618956.1313,"Accidents"
"40 years","40","Male","M","Bachelor’s degree (BA, AB, BS)",6,502,"Not Applicable","Not Applicable",40,1513073.2766,"Accidents"
"40 years","40","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,103,"Not Applicable","Not Applicable",40,686768.4214,"Accidents"
"40 years","40","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,30,"Not Applicable","Not Applicable",40,273777.901,"Accidents"
"41 years","41","Female","F","8th grade or less",1,80,"Not Applicable","Not Applicable",41,200010.2286,"Accidents"
"41 years","41","Female","F","9th through 12th grade with no diploma",2,501,"Not Applicable","Not Applicable",41,305116.3657,"Accidents"
"41 years","41","Female","F","High school graduate or GED completed",3,1347,"Not Applicable","Not Applicable",41,1378636.2155,"Accidents"
"41 years","41","Female","F","Some college credit, but not a degree",4,487,"Not Applicable","Not Applicable",41,867351.6899,"Accidents"
"41 years","41","Female","F","Associate degree (AA,AS)",5,273,"Not Applicable","Not Applicable",41,726868.1934,"Accidents"
"41 years","41","Female","F","Bachelor’s degree (BA, AB, BS)",6,215,"Not Applicable","Not Applicable",41,1811540.1597,"Accidents"
"41 years","41","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,73,"Not Applicable","Not Applicable",41,978475.3481,"Accidents"
"41 years","41","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,15,"Not Applicable","Not Applicable",41,274700.8373,"Accidents"
"41 years","41","Male","M","8th grade or less",1,402,"Not Applicable","Not Applicable",41,234557.7917,"Accidents"
"41 years","41","Male","M","9th through 12th grade with no diploma",2,1363,"Not Applicable","Not Applicable",41,406284.7848,"Accidents"
"41 years","41","Male","M","High school graduate or GED completed",3,4088,"Not Applicable","Not Applicable",41,1877290.1203,"Accidents"
"41 years","41","Male","M","Some college credit, but not a degree",4,1047,"Not Applicable","Not Applicable",41,908050.5773,"Accidents"
"41 years","41","Male","M","Associate degree (AA,AS)",5,377,"Not Applicable","Not Applicable",41,596574.1981,"Accidents"
"41 years","41","Male","M","Bachelor’s degree (BA, AB, BS)",6,419,"Not Applicable","Not Applicable",41,1608672.5531,"Accidents"
"41 years","41","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,106,"Not Applicable","Not Applicable",41,689508.2057,"Accidents"
"41 years","41","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,31,"Not Applicable","Not Applicable",41,262960.679,"Accidents"
"42 years","42","Female","F","8th grade or less",1,103,"Not Applicable","Not Applicable",42,233357.0806,"Accidents"
"42 years","42","Female","F","9th through 12th grade with no diploma",2,478,"Not Applicable","Not Applicable",42,340146.6043,"Accidents"
"42 years","42","Female","F","High school graduate or GED completed",3,1271,"Not Applicable","Not Applicable",42,1381878.5481,"Accidents"
"42 years","42","Female","F","Some college credit, but not a degree",4,443,"Not Applicable","Not Applicable",42,793111.6363,"Accidents"
"42 years","42","Female","F","Associate degree (AA,AS)",5,264,"Not Applicable","Not Applicable",42,730850.1652,"Accidents"
"42 years","42","Female","F","Bachelor’s degree (BA, AB, BS)",6,200,"Not Applicable","Not Applicable",42,1646474.0814,"Accidents"
"42 years","42","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,71,"Not Applicable","Not Applicable",42,1018272.0188,"Accidents"
"42 years","42","Male","M","8th grade or less",1,394,"Not Applicable","Not Applicable",42,288639.7024,"Accidents"
"42 years","42","Male","M","9th through 12th grade with no diploma",2,1286,"Not Applicable","Not Applicable",42,338097.445,"Accidents"
"42 years","42","Male","M","High school graduate or GED completed",3,3866,"Not Applicable","Not Applicable",42,1813018.7417,"Accidents"
"42 years","42","Male","M","Some college credit, but not a degree",4,995,"Not Applicable","Not Applicable",42,866771.0479,"Accidents"
"42 years","42","Male","M","Associate degree (AA,AS)",5,423,"Not Applicable","Not Applicable",42,546750.8542,"Accidents"
"42 years","42","Male","M","Bachelor’s degree (BA, AB, BS)",6,437,"Not Applicable","Not Applicable",42,1558717.4236,"Accidents"
"42 years","42","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,99,"Not Applicable","Not Applicable",42,654854.4229,"Accidents"
"42 years","42","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,28,"Not Applicable","Not Applicable",42,259356.257,"Accidents"
"43 years","43","Female","F","8th grade or less",1,79,"Not Applicable","Not Applicable",43,216552.7224,"Accidents"
"43 years","43","Female","F","9th through 12th grade with no diploma",2,438,"Not Applicable","Not Applicable",43,324930.442,"Accidents"
"43 years","43","Female","F","High school graduate or GED completed",3,1243,"Not Applicable","Not Applicable",43,1352052.5262,"Accidents"
"43 years","43","Female","F","Some college credit, but not a degree",4,457,"Not Applicable","Not Applicable",43,830836.6972,"Accidents"
"43 years","43","Female","F","Associate degree (AA,AS)",5,231,"Not Applicable","Not Applicable",43,697883.8076,"Accidents"
"43 years","43","Female","F","Bachelor’s degree (BA, AB, BS)",6,248,"Not Applicable","Not Applicable",43,1646455.9973,"Accidents"
"43 years","43","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,65,"Not Applicable","Not Applicable",43,939408.8971,"Accidents"
"43 years","43","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,15,"Not Applicable","Not Applicable",43,272001.1293,"Accidents"
"43 years","43","Male","M","8th grade or less",1,377,"Not Applicable","Not Applicable",43,266210.3323,"Accidents"
"43 years","43","Male","M","9th through 12th grade with no diploma",2,1322,"Not Applicable","Not Applicable",43,332206.5026,"Accidents"
"43 years","43","Male","M","High school graduate or GED completed",3,3808,"Not Applicable","Not Applicable",43,1683652.5722,"Accidents"
"43 years","43","Male","M","Some college credit, but not a degree",4,983,"Not Applicable","Not Applicable",43,823734.3716,"Accidents"
"43 years","43","Male","M","Associate degree (AA,AS)",5,382,"Not Applicable","Not Applicable",43,595222.9026,"Accidents"
"43 years","43","Male","M","Bachelor’s degree (BA, AB, BS)",6,424,"Not Applicable","Not Applicable",43,1502106.8325,"Accidents"
"43 years","43","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,101,"Not Applicable","Not Applicable",43,680020.7265,"Accidents"
"43 years","43","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,52,"Not Applicable","Not Applicable",43,218837.2651,"Accidents"
"44 years","44","Female","F","8th grade or less",1,93,"Not Applicable","Not Applicable",44,198711.1588,"Accidents"
"44 years","44","Female","F","9th through 12th grade with no diploma",2,397,"Not Applicable","Not Applicable",44,308474.3393,"Accidents"
"44 years","44","Female","F","High school graduate or GED completed",3,1209,"Not Applicable","Not Applicable",44,1184758.4611,"Accidents"
"44 years","44","Female","F","Some college credit, but not a degree",4,455,"Not Applicable","Not Applicable",44,784316.3154,"Accidents"
"44 years","44","Female","F","Associate degree (AA,AS)",5,242,"Not Applicable","Not Applicable",44,643004.9262,"Accidents"
"44 years","44","Female","F","Bachelor’s degree (BA, AB, BS)",6,245,"Not Applicable","Not Applicable",44,1529564.5061,"Accidents"
"44 years","44","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,71,"Not Applicable","Not Applicable",44,928025.8952,"Accidents"
"44 years","44","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,13,"Not Applicable","Not Applicable",44,263448.1785,"Accidents"
"44 years","44","Male","M","8th grade or less",1,357,"Not Applicable","Not Applicable",44,236965.2023,"Accidents"
"44 years","44","Male","M","9th through 12th grade with no diploma",2,1240,"Not Applicable","Not Applicable",44,335199.8528,"Accidents"
"44 years","44","Male","M","High school graduate or GED completed",3,3709,"Not Applicable","Not Applicable",44,1706066.5261,"Accidents"
"44 years","44","Male","M","Some college credit, but not a degree",4,942,"Not Applicable","Not Applicable",44,887840.7199,"Accidents"
"44 years","44","Male","M","Associate degree (AA,AS)",5,383,"Not Applicable","Not Applicable",44,557000.268,"Accidents"
"44 years","44","Male","M","Bachelor’s degree (BA, AB, BS)",6,415,"Not Applicable","Not Applicable",44,1372216.8375,"Accidents"
"44 years","44","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,116,"Not Applicable","Not Applicable",44,653088.2999,"Accidents"
"44 years","44","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,31,"Not Applicable","Not Applicable",44,257091.0733,"Accidents"
